keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew,continent,gnd,geonames,latitude,longitude,geotype,country,ipcc
'Marokko',de,Morocco,#53ebd2,#53ebd2,2,0.100027755313,AFRICA,4037680-1,2542007,28.500000000000,-10.000000000000,A,Morocco,SAH
'Kanada',de,Canada,#e9f394,#e9f394,2,0.100026984103,NORTH-AMERICA,4029456-0,6251999,60.108670000000,-113.642580000000,A,Canada,NWN
'Ottawa',de,Canada,#95ef76,#95ef76,2,0.100026984103,NORTH-AMERICA,4122012-2,6094817,45.411170000000,-75.698120000000,P,Canada,ENA
'Afghanistan',de,Afghanistan,#6b5cec,#6b5cec,2,0.100026901690,ASIA,4000687-6,1149361,33.000000000000,66.000000000000,A,Afghanistan,WCA
'Kabul',de,Afghanistan,#755fed,#755fed,2,0.100026901690,ASIA,4029127-3,1138958,34.528130000000,69.172330000000,P,Afghanistan,WCA
'Warschau',de,Poland,#84cbf1,#84cbf1,2,0.100026330654,EUROPE,4079048-4,756135,52.229770000000,21.011780000000,P,Poland,WCE
'Irak',de,Iraq,#5c83ec,#5c83ec,2,0.100026018900,ASIA,4072920-5,99237,33.000000000000,44.000000000000,A,Iraq,WCA
'Bagdad',de,Iraq,#5d82ed,#5d82ed,2,0.100026018900,ASIA,4004237-6,98182,33.340580000000,44.400880000000,P,Iraq,WCA
'Sudan',de,Sudan,#3a91e9,#3a91e9,2,0.100023922568,AFRICA,4058378-8,366755,16.000000000000,30.000000000000,A,Sudan,SAH
'Khartum',de,Sudan,#3989e9,#3989e9,2,0.100023922568,AFRICA,4110249-6,379252,15.551770000000,32.532410000000,P,Sudan,SAH
'Algier',de,Algeria,#64e6ed,#64e6ed,2,0.100023680729,EUROPE-AFRICA,4084955-7,2507480,36.732250000000,3.087460000000,P,Algeria,MED
'Algerien',de,Algeria,#52e4eb,#52e4eb,2,0.100023680729,AFRICA,4001179-3,2589581,28.000000000000,3.000000000000,A,Algeria,SAH
'Kampala',de,Uganda,#1a77e5,#1a77e5,2,0.100023406520,AFRICA,4109986-2,232422,0.316280000000,32.582190000000,P,Uganda,SEAF
'Uganda',de,Uganda,#1c78e5,#1c78e5,2,0.100023406520,AFRICA,4061457-8,226074,1.250000000000,32.500000000000,A,Uganda,SEAF
'Argentinien',de,Argentina,#1ba011,#1ba011,2,0.100022474687,SOUTH-AMERICA,4002890-2,3865483,-34.000000000000,-64.000000000000,A,Argentina,SES
'Buenos Aires',de,Argentina,#119e15,#119e15,2,0.100022474687,SOUTH-AMERICA,4008756-6,3435910,-34.613150000000,-58.377230000000,P,Argentina,SES
'Kiew',de,Ukraine,#80b7f0,#80b7f0,2,0.100022410211,EUROPE,4030522-3,703448,50.454660000000,30.523800000000,P,Ukraine,WCE
'Madrid',de,Spain,#6beee6,#6beee6,2,0.100021402392,EUROPE-AFRICA,4036862-2,3117735,40.416500000000,-3.702560000000,P,Spain,MED
'Spanien',de,Spain,#6beee5,#6beee5,2,0.100021402392,EUROPE-AFRICA,4055964-6,2510769,40.000000000000,-4.000000000000,A,Spain,MED
'Bogotá',de,Colombia,#50e622,#50e622,2,0.100020141520,SOUTH-AMERICA,4007557-6,3688689,4.609710000000,-74.081750000000,P,Colombia,NWS
'Kolumbien',de,Colombia,#4de621,#4de621,2,0.100020141520,SOUTH-AMERICA,4031812-6,3686110,4.000000000000,-73.250000000000,A,Colombia,NWS
'Kenia',de,Kenya,#1b65e5,#1b65e5,2,0.100019457899,AFRICA,4030236-2,192950,1.000000000000,38.000000000000,A,Kenya,SEAF
'Nairobi',de,Kenya,#1967e2,#1967e2,2,0.100019457899,AFRICA,4041172-2,184745,-1.283330000000,36.816670000000,P,Kenya,SEAF
'Südkorea',de,South Korea,#ed63db,#ed63db,2,0.100019366613,ASIA,4078029-6,1835841,36.500000000000,127.750000000000,A,South Korea,EAS
'Seoul',de,South Korea,#ee66de,#ee66de,2,0.100019366613,ASIA,110416-0,1835848,37.566000000000,126.978400000000,P,South Korea,EAS
'Tansania',de,Tanzania,#1868d9,#1868d9,2,0.100017756203,AFRICA,4078149-5,149590,-6.000000000000,35.000000000000,A,Tanzania,SEAF
'Dodoma',de,Tanzania,#1866d8,#1866d8,2,0.100017756203,AFRICA,4012582-8,160196,-6.172210000000,35.739470000000,P,Tanzania,SEAF
'Pretoria',de,South Africa,#1367b0,#1367b0,2,0.100017307140,AFRICA,4116098-8,964137,-25.744860000000,28.187830000000,P,South Africa,ESAF
'Südafrika',de,South Africa,#126daa,#126daa,2,0.100017307140,AFRICA,4078012-0,953987,-29.000000000000,24.000000000000,A,South Africa,WSAF
'London',de,United Kingdom,#82f1f0,#82f1f0,2,0.100015040084,EUROPE,4074335-4,2643743,51.508530000000,-0.125740000000,P,United Kingdom,NEU
'Vereinigtes Königreich',de,United Kingdom,#89f1ed,#89f1ed,2,0.100015040084,EUROPE,4022153-2,2635167,54.758440000000,-2.695310000000,A,United Kingdom,NEU
'Frankreich',de,France,#77ebef,#77ebef,2,0.100014928215,EUROPE,4018145-5,3017382,46.000000000000,2.000000000000,A,France,WCE
'Paris',de,France,#7decf0,#7decf0,2,0.100014928215,EUROPE,4044660-8,2988507,48.853410000000,2.348800000000,P,France,WCE
'Thailand',de,Thailand,#b139e9,#b139e9,2,0.100014403302,ASIA,4078228-1,1605651,15.500000000000,101.000000000000,A,Thailand,SEA
'Bangkok',de,Thailand,#ae35e8,#ae35e8,2,0.100014403302,ASIA,4004432-4,1609350,13.753980000000,100.501440000000,P,Thailand,SEA
'Iran',de,Iran,#5a6bec,#5a6bec,2,0.100012224899,ASIA,4027653-3,130758,32.000000000000,53.000000000000,A,Iran,WCA
'Teheran',de,Iran,#6276ed,#6276ed,2,0.100012224899,ASIA,4059304-6,112931,35.694390000000,51.421510000000,P,Iran,WCA
'Kinshasa',de,Democratic Republic of the Congo,#18aadc,#18aadc,2,0.100011895120,AFRICA,1028447-3,2314302,-4.327580000000,15.313570000000,P,Democratic Republic of the Congo,CAF
'Demokratische Republik Kongo',de,Democratic Republic of the Congo,#1892e0,#1892e0,2,0.100011895120,AFRICA,4067357-1,203312,-2.500000000000,23.500000000000,A,Democratic Republic of the Congo,CAF
'Vietnam',de,Vietnam,#c53ae9,#c53ae9,2,0.100010466777,ASIA,4063514-4,1562822,16.166670000000,107.833330000000,A,Vietnam,SEA
'Hanoi',de,Vietnam,#c344ea,#c344ea,2,0.100010466777,ASIA,4094713-0,1581130,21.024500000000,105.841170000000,P,Vietnam,EAS
'Kairo',de,Egypt,#569eec,#569eec,2,0.100010160165,EUROPE-AFRICA,4029236-8,360630,30.062630000000,31.249670000000,P,Egypt,MED
'Ägypten',de,Egypt,#509eeb,#509eeb,2,0.100010160165,AFRICA,4000556-2,357994,27.000000000000,30.000000000000,A,Egypt,SAH
'Manila',de,Philippines,#e837e5,#e837e5,2,0.100009376296,ASIA,4037344-7,1701668,14.604200000000,120.982200000000,P,Philippines,SEA
'Philippinen',de,Philippines,#e834e0,#e834e0,2,0.100009376296,ASIA,4045771-0,1694008,13.408820000000,122.561550000000,A,Philippines,SEA
'Äthiopien',de,Ethiopia,#2b6be7,#2b6be7,2,0.100009155450,AFRICA,4000639-6,337996,9.000000000000,39.500000000000,A,Ethiopia,NEAF
'Addis Abeba',de,Ethiopia,#2b6ee7,#2b6ee7,2,0.100009155450,AFRICA,4000459-4,344979,9.024970000000,38.746890000000,P,Ethiopia,NEAF
'Mexiko',de,Mexico,#baea48,#baea48,2,0.100007924509,CENTRAL-AMERICA,4039058-5,3996063,23.000000000000,-102.000000000000,A,Mexico,NCA
'Mexiko-Stadt',de,Mexico,#afe941,#afe941,2,0.100007924509,CENTRAL-AMERICA,4039060-3,3530597,19.428470000000,-99.127660000000,P,Mexico,NCA
'Japan',de,Japan,#ed62bf,#ed62bf,2,0.100007903320,ASIA,4028495-5,1861060,35.685360000000,139.753090000000,A,Japan,EAS
'Tokio',de,Japan,#ed62bf,#ed62bf,2,0.100007903320,ASIA,4078337-6,1850147,35.689500000000,139.691710000000,P,Japan,EAS
'Moskau',de,Russia,#8bb1f2,#8bb1f2,2,0.100006921467,EUROPE,4074987-3,524901,55.752220000000,37.615560000000,P,Russia,WCE
'Bangladesch',de,Bangladesh,#9a4aea,#9a4aea,2,0.100006197475,ASIA,4130903-0,1210997,24.000000000000,90.000000000000,A,Bangladesh,SAS
'Dhaka',de,Bangladesh,#9b49ea,#9b49ea,2,0.100006197475,ASIA,4230727-2,1185241,23.710400000000,90.407440000000,P,Bangladesh,SAS
'Nigeria',de,Nigeria,#2dcee7,#2dcee7,2,0.100005105304,AFRICA,4042300-1,2328926,10.000000000000,8.000000000000,A,Nigeria,WAF
'Abuja',de,Nigeria,#2bd0e7,#2bd0e7,2,0.100005105304,AFRICA,4365226-8,2352778,9.057850000000,7.495080000000,P,Nigeria,WAF
'Brasilien',de,Brazil,#17d126,#17d126,2,0.100004773969,SOUTH-AMERICA,4008003-1,3469034,-10.000000000000,-55.000000000000,A,Brazil,SAM
'Brasilia',de,Brazil,#17d126,#17d126,2,0.100004773969,SOUTH-AMERICA,4008003-1,3469034,-10.000000000000,-55.000000000000,A,Brazil,SAM
'Islamabad',de,Pakistan,#7d5eed,#7d5eed,2,0.100004712202,ASIA,7678172-0,1176615,33.721480000000,73.043290000000,P,Pakistan,WCA
'Pakistan',de,Pakistan,#6f56ec,#6f56ec,2,0.100004712202,ASIA,4075812-6,1168579,30.000000000000,70.000000000000,A,Pakistan,WCA
'Jakarta',de,Indonesia,#ae18d8,#ae18d8,2,0.100003736035,ASIA,64162-5,1642911,-6.214620000000,106.845130000000,P,Indonesia,SEA
'Indonesien',de,Indonesia,#db18db,#db18db,2,0.100003736035,ASIA,4026761-1,1643084,-5.000000000000,120.000000000000,A,Indonesia,SEA
'Washington',de,United States,#8eee68,#8eee68,2,0.100003056539,NORTH-AMERICA,4064682-8,4140963,38.895110000000,-77.036370000000,P,United States,ENA
'Vereinigte Staaten',de,United States,#bfee6a,#bfee6a,2,0.100003056539,NORTH-AMERICA,4078704-7,6252001,39.760000000000,-98.500000000000,A,United States,CNA
'Indien',de,India,#7a46ea,#7a46ea,2,0.100000739307,ASIA,4026722-2,1269750,22.000000000000,79.000000000000,A,India,SAS
'Neu-Delhi',de,India,#7f53eb,#7f53eb,2,0.100000739307,ASIA,4011371-1,1261481,28.621370000000,77.214800000000,P,India,SAS
'Peking',de,China,#e66aee,#e66aee,2,0.100000708326,ASIA,4075971-4,1816670,39.907500000000,116.397230000000,P,China,EAS
